Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
22,Other,High School,Single,Finance,South,38229,27363,9382,510,1,285476,0,0,41043
37,Male,PhD,Married,Unemployed,West,60665,32260,39894,827,19,84525,1,0,86486
69,Male,Bachelor,Divorced,Education,East,64864,43377,31320,582,54,108482,0,0,64941
58,Female,High School,Married,Education,North,45469,16553,33252,678,39,157560,1,0,66405
28,Male,Master,Married,IT,West,39994,22238,11195,625,10,353207,0,0,41461
50,Male,High School,Widowed,Unemployed,South,73344,32236,40076,597,29,83483,0,0,83245
67,Male,High School,Widowed,Finance,South,40952,15585,21899,437,50,397468,0,0,40862
55,Female,Bachelor,Single,Education,West,32081,16462,26680,424,34,227619,0,0,35899
44,Male,Bachelor,Single,Healthcare,South,37509,13709,18172,691,25,311353,0,0,42134
51,Female,High School,Married,IT,North,41675,27067,25626,701,37,286376,1,0,44953
32,Male,Bachelor,Married,IT,North,37079,19582,18969,779,18,390137,0,0,39948
49,Female,Master,Married,IT,North,62680,35450,23241,700,32,122031,1,0,75692
38,Male,High School,Single,IT,West,17031,6355,17609,661,23,234081,0,0,15953
63,Male,Bachelor,Married,Unemployed,South,36761,13597,28311,365,45,58685,0,0,42683
22,Female,PhD,Single,Unemployed,West,49287,29163,15792,727,4,101521,1,0,59467
23,Male,PhD,Divorced,Education,North,53153,42124,12902,820,2,21545,1,0,56045
55,Female,High School,Divorced,Construction,West,75377,26240,58014,731,34,475856,1,0,78100
39,Male,Master,Married,Healthcare,South,73178,32408,40720,404,25,62847,0,0,77206
35,Female,Master,Single,Construction,South,25988,19094,17292,388,20,280491,0,0,32839
31,Female,Master,Divorced,Construction,East,21379,7186,12469,305,15,138706,0,0,29351
27,Female,Bachelor,Single,Education,East,50374,37173,7090,457,13,261457,0,0,59250
63,Other,High School,Single,IT,East,39902,22430,19698,678,45,403317,0,0,45279
30,Male,High School,Divorced,IT,North,32119,16192,10623,629,15,92686,0,0,34683
48,Female,Bachelor,Married,Education,East,50241,22851,30014,402,30,424186,0,0,50880
47,Male,High School,Married,Education,North,53460,23979,31506,522,27,22893,0,0,52629
20,Male,Master,Divorced,Unemployed,West,37415,16945,18675,701,1,23703,0,0,33438
47,Male,High School,Widowed,Finance,South,40638,30169,21862,844,27,360506,1,0,46623
23,Female,Master,Single,IT,West,38569,25528,15021,808,3,27489,0,0,43067
46,Female,High School,Widowed,Healthcare,East,43827,27824,22324,483,28,111975,0,0,44469
25,Male,Bachelor,Married,Finance,East,58121,40648,24116,386,9,377894,0,0,64598
61,Female,Bachelor,Single,Construction,North,33831,14498,30138,679,47,456314,0,1,40604
62,Female,Bachelor,Divorced,Unemployed,North,40389,24597,11744,837,48,434983,1,0,47316
60,Female,Bachelor,Married,Unemployed,West,44010,23326,13896,712,45,259155,1,0,44898
61,Male,Bachelor,Married,IT,West,49898,34490,26028,817,46,196258,1,0,57168
50,Male,High School,Married,Education,East,54139,24613,34431,594,31,217984,0,0,65993
34,Male,High School,Divorced,Education,North,80633,50120,33144,559,16,24733,0,0,87726
65,Male,Bachelor,Divorced,Education,North,58581,43414,16500,683,45,81942,1,0,71202
28,Male,High School,Widowed,IT,West,58938,29532,29852,603,8,229775,1,0,68265
30,Male,High School,Divorced,Unemployed,North,46000,15332,36973,615,15,166731,1,0,54948
67,Other,High School,Widowed,Healthcare,West,35302,19699,10384,376,52,447759,0,0,41239
28,Female,Master,Single,Education,South,42076,19901,26561,678,10,245982,1,0,40228
48,Female,Bachelor,Single,Unemployed,East,39345,25027,21474,760,27,406167,0,0,40556
45,Female,High School,Single,IT,North,55883,43338,18261,355,24,388663,0,0,58380
61,Female,High School,Married,Construction,North,25230,13694,13179,380,43,331561,0,0,28656
23,Male,Bachelor,Married,Finance,South,58888,31392,29482,475,6,220765,0,1,74611
58,Female,Bachelor,Married,IT,South,48241,30261,26408,682,41,170078,1,0,64138
33,Male,Master,Divorced,IT,South,61000,21456,44453,448,12,191936,0,0,70886
21,Male,PhD,Divorced,Unemployed,West,39141,16703,33213,580,2,229132,0,0,51835
52,Male,Bachelor,Widowed,Education,West,36479,27705,2060,644,36,267884,0,0,36333
65,Male,Bachelor,Married,Finance,South,43899,27874,22558,708,45,361139,1,0,53252
43,Female,Bachelor,Divorced,Finance,East,43540,13354,28129,329,28,257230,0,0,36261
29,Female,Bachelor,Single,Education,East,62095,24981,38749,721,10,476076,1,0,74001
28,Male,High School,Single,Healthcare,North,61952,39737,31095,530,13,429315,0,1,72109
54,Male,Bachelor,Divorced,IT,West,78575,53603,21960,658,33,376483,1,1,80490
42,Male,Bachelor,Single,Education,East,42567,30645,24500,461,28,276871,0,0,56174
35,Female,Bachelor,Single,Unemployed,North,-213,-95,7410,527,17,127179,0,0,-7037
36,Male,High School,Widowed,Healthcare,East,43858,33573,15181,520,19,201976,0,0,40764
40,Other,Master,Single,Education,West,53459,30817,19981,372,19,375911,0,0,64923
55,Male,Master,Married,Construction,East,60717,39360,22458,698,36,162605,1,0,56163
35,Other,Bachelor,Divorced,Healthcare,East,54554,32643,22119,394,16,239285,0,0,65016
43,Male,High School,Divorced,Unemployed,West,42555,15378,23015,774,27,166480,1,0,49721
23,Male,Bachelor,Married,Healthcare,North,75712,59173,24007,394,8,108523,0,0,92931
21,Male,PhD,Single,Finance,North,34493,12467,22004,423,0,332449,0,0,39270
61,Female,Master,Widowed,IT,South,45880,19610,27392,799,41,374738,1,1,50505
68,Male,High School,Widowed,Education,North,33801,23891,11284,347,49,241980,0,0,37082
46,Female,Bachelor,Married,Unemployed,South,50293,30643,20579,394,26,413254,0,0,61672
51,Male,PhD,Single,Unemployed,West,73835,53092,25395,776,31,375031,1,0,94678
34,Female,Bachelor,Married,Education,North,47886,26714,20058,332,19,449015,0,0,60464
60,Male,High School,Widowed,IT,West,47978,23437,31632,417,42,80759,0,0,58117
60,Male,Master,Single,Unemployed,North,24560,18688,4892,550,39,54061,0,0,33701
33,Male,Bachelor,Married,Unemployed,East,45695,14536,33016,602,12,424470,1,0,53006
19,Other,Bachelor,Married,IT,North,67257,48967,13757,421,0,162794,0,0,81785
51,Male,Bachelor,Single,Unemployed,East,46246,19210,34394,517,33,286352,0,0,48681
25,Male,Master,Widowed,Unemployed,North,45233,32765,21097,352,11,327784,0,0,46055
30,Male,High School,Single,Unemployed,West,66585,24609,47555,425,11,91090,0,0,77425
59,Female,Bachelor,Widowed,Finance,South,45296,26729,21419,458,40,191133,0,0,57064
25,Male,Master,Divorced,IT,North,69380,51622,19577,475,4,287309,0,0,85865
47,Female,Master,Widowed,Construction,West,30730,16494,8424,591,32,360620,0,0,33100
49,Male,High School,Widowed,Finance,East,60167,40509,14884,458,34,417728,0,1,67053
53,Male,Bachelor,Divorced,Healthcare,East,74694,52460,27986,790,33,473216,1,0,77222
64,Male,High School,Married,IT,East,65117,43514,22699,656,46,138051,1,1,68527
47,Female,Bachelor,Married,Healthcare,East,21990,16771,422,536,29,360953,0,0,23448
18,Male,High School,Widowed,Finance,West,40425,21159,14239,727,0,404828,1,0,38978
60,Male,High School,Divorced,Unemployed,North,46370,17924,33620,424,41,31763,0,0,50229
56,Male,Bachelor,Divorced,Construction,East,65149,21102,50416,614,41,404238,1,0,72975
34,Female,PhD,Single,Construction,East,30025,12707,11648,578,17,64750,0,0,40592
37,Male,PhD,Widowed,IT,North,34715,12900,24575,404,20,211376,0,0,44219
41,Male,Bachelor,Divorced,Construction,West,25922,15008,14853,341,21,164127,0,0,37360
67,Female,Bachelor,Married,Unemployed,East,37612,14761,21932,696,50,459105,0,0,30597
39,Male,High School,Divorced,Education,South,31225,9975,29448,759,21,78368,0,1,30375
46,Male,High School,Divorced,Unemployed,West,73968,23521,50723,790,29,391493,1,1,81158
39,Female,Bachelor,Divorced,Finance,South,40289,28838,4866,467,25,391003,0,0,49951
61,Male,Master,Divorced,Unemployed,West,60363,35959,25430,473,40,153711,0,0,64817
26,Male,Master,Married,Construction,East,50269,24080,35028,671,5,197104,1,0,59213
54,Male,PhD,Divorced,Finance,West,50059,37399,12932,449,38,5299,0,0,53682
27,Male,PhD,Widowed,Finance,West,41128,13781,24112,548,8,124209,0,0,56212
53,Other,High School,Divorced,Unemployed,South,61550,48634,18057,479,34,483178,0,0,68026
54,Male,PhD,Married,Unemployed,West,52315,31815,23792,419,39,395521,0,0,59589
45,Female,Bachelor,Widowed,Education,West,51451,20155,33281,327,25,101190,0,1,64520
45,Female,Master,Divorced,Unemployed,East,41098,26283,19200,416,31,379677,0,0,46101
59,Female,Bachelor,Married,Unemployed,North,43553,29689,12405,561,38,350344,0,1,56404
60,Female,Bachelor,Widowed,IT,South,58833,30279,27553,337,44,149100,0,1,61895
38,Male,High School,Divorced,Finance,South,53450,39062,20025,496,24,30437,0,0,63207
41,Male,High School,Divorced,Education,North,51852,19463,29557,824,21,9589,1,0,54657
59,Female,Bachelor,Divorced,Construction,South,38689,17000,31763,736,39,340813,0,0,45397
57,Female,PhD,Widowed,Healthcare,East,79161,27448,59859,709,43,241008,1,0,91553
19,Male,High School,Single,IT,West,42804,17354,21729,632,4,460861,1,0,39925
25,Male,High School,Divorced,Unemployed,West,49546,20777,38148,830,8,458133,1,0,57417
65,Male,High School,Married,Healthcare,East,47194,35811,14143,764,46,348139,1,0,53717
44,Female,High School,Single,Education,South,79320,26893,61350,457,24,417384,0,0,80225
39,Female,High School,Divorced,Finance,West,45637,23444,24860,459,25,330989,0,0,55059
54,Female,High School,Married,Education,North,44264,25062,20316,633,34,340078,1,0,48611
44,Male,High School,Divorced,IT,West,51774,38796,13570,675,25,290236,1,0,57495
46,Male,PhD,Married,IT,East,39596,31631,-2282,378,31,257933,0,0,47411
20,Male,Master,Divorced,Construction,West,51673,34966,23342,496,1,148449,0,1,67158
61,Male,Bachelor,Married,Education,East,85574,67209,16829,419,40,123847,0,1,99477
30,Male,PhD,Married,IT,South,54495,37795,23499,525,11,210911,0,0,63342
62,Male,High School,Single,Education,North,53948,42165,22152,709,45,358312,1,0,58348
27,Male,Master,Single,Construction,East,39231,25642,12701,837,6,51635,0,0,36236
53,Female,Bachelor,Widowed,Construction,North,75638,25707,48747,638,38,105604,1,0,95669
26,Male,High School,Married,Education,South,79085,39618,46505,836,12,60402,1,0,83701
44,Male,Bachelor,Married,Unemployed,South,62790,39136,23316,519,28,225961,0,0,77173
51,Female,PhD,Single,IT,East,59807,28429,39964,592,31,347945,0,0,68668
68,Male,High School,Widowed,Finance,West,46478,20296,24726,503,51,107295,0,0,55292
18,Male,High School,Married,Unemployed,North,55870,32890,32171,813,1,349577,1,0,68266
49,Female,PhD,Divorced,Finance,West,37472,28731,9212,501,28,107535,0,0,30923
42,Female,High School,Divorced,Unemployed,North,33108,10511,26248,331,22,275456,0,1,40207
46,Female,Bachelor,Widowed,Construction,South,27689,18956,15644,388,25,89767,0,0,34368
24,Male,PhD,Married,IT,South,56160,37142,23575,501,6,67263,0,0,56534
66,Other,PhD,Married,Construction,South,29324,22930,13747,592,48,169957,0,0,36893
20,Male,PhD,Single,Construction,West,42505,32531,4694,414,0,456064,0,0,56892
37,Other,Bachelor,Single,Construction,South,49081,33429,15615,521,17,461710,0,0,48974
37,Female,High School,Married,Construction,West,64929,36373,30872,481,22,311095,0,0,68490
47,Female,Master,Divorced,Education,South,41326,16618,22880,768,27,375263,1,0,51729
52,Female,Master,Single,Education,West,66699,38193,35359,725,33,176701,1,0,72542
52,Female,Bachelor,Divorced,IT,East,64087,43750,19775,359,37,433222,0,0,78739
66,Male,Master,Divorced,Unemployed,East,33930,25374,6738,784,49,372048,0,0,41049
56,Female,PhD,Divorced,IT,North,66842,46445,27099,310,42,477783,0,0,77712
44,Female,Bachelor,Divorced,Healthcare,West,45746,18190,24328,684,23,466185,1,0,46219
43,Male,High School,Widowed,Finance,West,42515,25502,14029,709,28,161450,1,0,46500
31,Female,High School,Widowed,Education,East,45809,21350,29000,341,14,290537,0,0,49199
34,Female,Bachelor,Single,IT,East,49947,15213,43453,422,19,143238,0,0,57665
35,Female,High School,Married,Unemployed,East,43774,17514,29068,551,18,107677,0,0,56950
62,Male,High School,Widowed,Construction,North,37404,13338,17986,783,44,373594,0,1,45174
69,Male,Bachelor,Married,Education,East,38731,27938,16217,512,51,334151,0,0,48861
46,Female,Bachelor,Single,Finance,North,52084,22357,28764,567,30,341698,0,0,55829
37,Male,Bachelor,Divorced,Education,North,47593,21052,34144,839,22,296760,1,0,48473
44,Female,High School,Married,Unemployed,East,57909,45167,12843,434,29,428987,0,1,58967
35,Female,Bachelor,Widowed,Finance,East,50785,24861,33643,797,14,153884,1,0,54835
21,Male,High School,Married,Healthcare,East,51155,15591,35474,425,5,130323,0,0,57476
18,Female,Bachelor,Widowed,IT,West,58892,26025,31423,658,4,59026,1,1,65361
67,Male,Bachelor,Married,Unemployed,South,71283,25636,38059,802,46,258683,1,0,69411
18,Female,Bachelor,Widowed,Finance,West,71885,25260,45327,617,0,151101,1,1,88056
43,Male,High School,Divorced,Healthcare,North,70106,23747,49245,311,29,336986,0,0,85271
62,Female,High School,Married,Unemployed,North,63056,37621,27937,776,41,280321,1,0,68803
37,Female,Master,Single,Unemployed,South,81281,32079,54260,593,23,467533,0,0,101986
69,Male,High School,Married,Education,South,56567,27187,37600,739,54,424817,1,0,62508
40,Male,Bachelor,Widowed,IT,East,54883,40119,16907,815,20,416917,1,0,59994
27,Male,High School,Married,Finance,West,83658,42847,43149,690,13,11688,1,0,97516
28,Male,High School,Single,Unemployed,West,9110,6903,9771,615,8,153462,0,1,12973
58,Female,High School,Divorced,Unemployed,West,46791,25686,24260,307,37,498157,0,0,62251
58,Female,Master,Married,Finance,South,68787,34353,31818,807,38,358100,1,0,59212
22,Other,High School,Divorced,Unemployed,West,64703,43687,20405,423,5,42879,0,1,73763
18,Male,PhD,Divorced,IT,South,88484,29782,50052,671,0,356513,1,0,102042
34,Female,Master,Divorced,Unemployed,West,51612,17792,31136,613,17,476437,1,0,63256
39,Female,Bachelor,Widowed,Education,South,43537,27253,9832,484,22,37492,0,0,51115
51,Other,Bachelor,Married,Education,West,45018,24465,24308,846,34,155743,1,0,44146
62,Male,PhD,Married,Construction,North,54771,38077,24751,824,48,131383,1,0,62267
58,Female,Bachelor,Single,Unemployed,South,74324,56347,15272,338,39,387272,0,0,79100
46,Female,Bachelor,Divorced,Education,East,74512,36822,35171,383,30,106165,0,0,90200
21,Female,Bachelor,Widowed,IT,North,49159,29407,26467,320,6,316934,0,0,56330
22,Female,High School,Widowed,Healthcare,North,53795,29605,23935,552,3,341364,0,0,57337
28,Male,High School,Single,IT,South,40825,32284,11824,602,13,32574,1,0,56503
68,Female,PhD,Married,Finance,West,42391,30332,17774,557,53,76261,0,0,50958
38,Male,Master,Married,Unemployed,West,65693,49655,14497,841,18,410065,1,0,71418
52,Male,Bachelor,Widowed,Construction,South,74033,31624,40965,760,36,449543,1,0,78918
29,Male,Bachelor,Widowed,Construction,West,39540,27134,11874,523,14,232401,0,1,29249
43,Male,Master,Single,Healthcare,West,53644,23213,24663,391,27,125283,0,1,63571
68,Male,Bachelor,Widowed,Unemployed,West,46353,18743,32043,579,52,167243,0,1,47871
36,Male,Bachelor,Widowed,Finance,South,62958,48611,19351,469,15,104789,0,0,74994
62,Male,Bachelor,Single,Education,South,44172,13677,32893,547,42,168723,0,0,63043
24,Male,High School,Divorced,Education,East,21103,16517,13384,660,10,404797,0,1,25535
64,Male,High School,Widowed,Education,West,65055,24371,41378,648,45,200839,1,0,71697
24,Female,PhD,Married,IT,West,45447,32254,18280,734,8,189767,1,0,59676
43,Female,PhD,Divorced,Education,South,47008,20587,30850,705,28,141293,1,0,57411
57,Female,Bachelor,Widowed,Finance,East,56533,26873,27664,377,41,128438,0,0,63243
22,Male,Bachelor,Divorced,Construction,South,55292,22580,40486,757,7,57900,1,0,64383
38,Female,Master,Widowed,IT,South,56841,33692,25789,691,20,96081,1,0,58124
31,Female,Master,Married,Education,East,25554,12113,20314,313,15,217735,0,0,30873
21,Male,High School,Widowed,Finance,South,58344,36680,17159,344,5,141104,0,0,71761
40,Male,Bachelor,Married,Healthcare,North,21364,6576,17336,337,22,437410,0,0,26345
59,Female,High School,Widowed,Finance,East,61543,20443,40797,715,39,41777,1,1,58872
37,Female,PhD,Widowed,Construction,West,66775,23359,41158,544,18,216703,0,0,71653
32,Male,Master,Divorced,Finance,West,29472,15015,23504,361,18,157779,0,0,37093
67,Female,High School,Single,Finance,East,54926,38854,19048,792,50,127965,1,0,62187
69,Male,PhD,Married,IT,West,65857,49003,11469,622,50,223435,1,0,78206
62,Female,PhD,Divorced,Construction,North,43264,18274,24503,551,42,166692,0,0,56171
46,Male,Bachelor,Single,Education,West,60104,35292,31507,767,27,207915,1,1,73139
25,Male,Bachelor,Divorced,Construction,East,8218,5622,331,360,7,132852,0,0,20880
58,Male,Bachelor,Married,Healthcare,South,66472,29541,34156,418,42,434112,0,0,77654
65,Male,Master,Single,Unemployed,East,50449,25451,26262,386,49,42069,0,0,48879
36,Other,Bachelor,Single,Construction,East,46132,25925,24553,379,22,469779,0,0,44638
65,Female,Bachelor,Single,IT,North,64760,23795,39323,527,48,457755,0,0,70978
56,Female,PhD,Married,Education,West,75939,23768,56124,782,36,250036,1,1,79674
63,Female,Bachelor,Married,Construction,East,57285,21562,37897,609,47,394910,1,1,69681
45,Male,High School,Divorced,Unemployed,West,74130,45473,31439,784,25,398149,1,0,69282
63,Male,High School,Widowed,Education,South,26700,8992,7684,324,42,115549,0,0,30030
44,Female,High School,Widowed,IT,East,59989,23686,38382,501,29,125097,0,0,76310
21,Female,Bachelor,Widowed,Finance,East,48019,22517,26248,524,4,350010,0,0,54806
32,Female,High School,Widowed,Unemployed,West,38176,12939,29188,809,17,253968,0,0,37893
52,Male,Master,Divorced,Healthcare,North,21069,8340,11459,819,32,64337,0,0,22797
54,Female,Master,Married,Construction,North,59176,44715,14606,482,35,73976,0,0,75385
18,Female,Master,Divorced,Education,West,63129,19547,48247,376,0,6545,0,0,71651
20,Female,Master,Single,Construction,East,70130,43951,35407,725,1,135867,1,1,81155
64,Other,High School,Married,IT,South,67647,33296,29728,366,45,181684,0,0,78270
41,Female,Bachelor,Married,Finance,North,38424,24450,18539,793,21,319803,0,1,54500
44,Female,Bachelor,Widowed,IT,North,69360,41223,36236,846,26,429696,1,0,79190
57,Male,High School,Divorced,Unemployed,South,70945,29211,47207,376,40,299941,0,0,76519
53,Male,PhD,Widowed,Education,North,46100,33358,20504,354,34,244039,0,0,56038
51,Female,Bachelor,Married,Construction,West,50426,27531,22177,772,31,101480,1,0,57274
46,Male,High School,Widowed,Education,East,35987,25596,18574,546,30,426552,0,1,40555
41,Female,High School,Single,Unemployed,North,72213,36323,34267,738,25,369127,1,0,86839
41,Female,Bachelor,Married,Unemployed,South,27323,21649,7949,613,21,216372,0,0,33650
